KEY,DESCRIPTION,en,zh,hi,es,fr,ar,bn,pt,ru,id,ur,de,ja,sw,mr,te,ta,tr,vi,it,ko,gu,fa,pl,uk,ro,nl,sv,da,no,fi,he,th,my,km,lo,ka,hy,az,kk,ky,uz,tg,mn,bo,ne,si,ml,kn,pa,or,as,dv,ps,sd,ks,cs,sk,sl,hr,sr,bs,mk,bg,sq,el,mt,cy,ga,gd,gv,br,co,ca,gl,eu,is,fo,lb,li,fy,af,et,lv,lt,ha,yo,ig,ff,am,om,ti,so,zu,xh,st,tn,ss,nr,nd,ve,ts,sn,ny,rw,rn,lg,mg,wo,ms,tl,jv,su,qu,gn,ay,sm,to,ty,mi,fj,bi,eo,ia,ie,io,vo,la,cu,pi,sa,aa,ab,ae,ak,an,av,ba,be,bh,bi.1,bm,bo.1,ce,ch,cr,cv,dz,ee,eo.1,es.1,et.1,eu.1,fa.1,ff.1,fi.1,fj.1,fo.1,fy.1,ga.1,gd.1,gl.1,gn.1,gu.1,gv.1,ha.1,he.1,hi.1,ho,hr.1,ht,hu,hz,ia.1,id.1,ie.1,ig.1,ii,ik,io.1,is.1,it.1,iu,jv.1,kg,ki,kj,kl,km.1,kn.1,kr,ks.1,ku,kv,kw,la.1,lb.1,lg.1,li.1,ln,lo.1,lt.1,lu,lv.1,mh,mi.1,mk.1,mn.1,ms.1,mt.1,my.1,na,nb,nd.1,ne.1,ng,nn,nr.1,nv,ny.1,oc,oj,om.1,or.1,os,pa.1,pi.1,pl.1,ps.1,pt.1,qu.1,rm,rn.1,ro.1,ru.1,rw.1,sa.1,sc,sd.1,se,sg,si.1,sk.1,sl.1,sm.1,sn.1,so.1,sq.1,sr.1,ss.1,st.1,su.1,sv.1,sw.1,ta.1,te.1,tg.1,th.1,ti.1,tk,tl.1,tn.1,to.1,tr.1,ts.1,tt,tw,ty.1,ug,uk.1,ur.1,uz.1,ve.1,vi.1,vo.1,wa,wo.1,xh.1,yi,yo.1,za,zu.1
level_themes.Entstehungsgeschichte,Origin History theme,Origin History,起源历史,मूल इतिहास,Historia de origen,Histoire d’origine,تاريخ المنشأ,উৎপত্তির ইতিহাস,História de origem,История происхождения,Sejarah Asal,اصل تاریخ,Entstehungsgeschichte,起源の歴史,Historia ya asili,मूळ इतिहास[संपादन]।,మూల చరిత్ర[మార్చు],தோற்றம் வரலாறு,Menşei Tarihi,Lịch sử nguồn gốc,Storia delle origini,원산지 역사,મૂળ ઇતિહાસ,تاریخچه مبدا,Historia pochodzenia,Історія походження,Istoria originii,Oorsprong Geschiedenis,Ursprung Historia,Oprindelsens historie,,,,,,,,წარმოშობის ისტორია,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_themes.Wendepunkte,Turning Points theme,Turning Points,转折点,टर्निंग पॉइंट्स,Puntos de inflexión,Points tournants,نقاط التحول,টার্নিং পয়েন্ট,Pontos de virada,Поворотные моменты,Titik balik,ٹرننگ پوائنٹس,Wendepunkte,ターニングポイント,Pointi za kugeuza,टर्निंग पॉइंट्स,టర్నింగ్ పాయింట్స్,திருப்புமுனைகள்,Dönüm Noktaları,Bước ngoặt,Punti di svolta,전환점,બિંદુઓને ફેરવો,نقاط عطف,Punkty zwrotne,Поворотні моменти,Puncte de cotitură,Keerpunten,Vändpunkter,Vendepunkter,,,,,,,,გარდამტეხი წერტილები,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_themes.Historisch bedingte Eigenheiten,Historically Determined Characteristics theme,Historically Determined Characteristics,历史确定的特征,ऐतिहासिक रूप से निर्धारित विशेषताएं,Características históricamente determinadas,Caractéristiques déterminées historiquement,الخصائص المحددة تاريخيا,ঐতিহাসিকভাবে নির্ধারিত বৈশিষ্ট্য,Características historicamente determinadas,Исторически обусловленные характеристики,Karakteristik yang Ditentukan Secara Historis,تاریخی طور پر متعین خصوصیات,Historisch bedingte Merkmale,歴史的に決定された特性,Tabia zilizoamuliwa kihistoria,ऐतिहासिकदृष्ट्या निर्धारित वैशिष्ट्ये,చారిత్రాత్మకంగా నిర్ణయించబడిన లక్షణాలు,வரலாற்று ரீதியாக தீர்மானிக்கப்பட்ட பண்புகள்,Tarihsel Olarak Belirlenmiş Özellikler,Các đặc điểm được xác định trong lịch sử,Caratteristiche storicamente determinate,역사적으로 결정된 특성,ઐતિહાસિક રીતે નિર્ધારિત લાક્ષણિકતાઓ,ویژگی های تعیین شده تاریخی,Cechy uwarunkowane historycznie,Історично визначені характеристики,Caracteristici determinate istoric,Historisch bepaalde kenmerken,Historiskt bestämda egenskaper,Historisk bestemte egenskaber,,,,,,,,ისტორიულად განსაზღვრული მახასიათებლები,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_themes.Identität & Selbstverst√É¬§ndnis,Identity & Self-Understanding theme,Identity & Self-Understanding,身份与自我理解,पहचान और आत्म-समझ,Identidad y autocomprensión,Identité et compréhension de soi,الهوية وفهم الذات,পরিচয় এবং স্ব-বোঝাপড়া,Identidade e autocompreensão,Идентичность и самопонимание,Identitas & Pemahaman Diri,شناخت اور خود کو سمجھنا,Identität & Selbstverständnis,アイデンティティと自己理解,Utambulisho na Kujielewa,ओळख आणि आत्म-आकलन,గుర్తింపు మరియు స్వీయ-అవగాహన,அடையாளம் & சுய புரிதல்,Kimlik ve Kendini Anlama,Bản sắc và sự hiểu biết về bản thân,Identità e comprensione di sé,정체성과 자기 이해,ઓળખ અને સ્વ-સમજણ,هویت و درک خود,Tożsamość i rozumienie siebie,Ідентичність і саморозуміння,Identitate și înțelegere de sine,Identiteit en zelfinzicht,Identitet och självförståelse,Identitet og selvforståelse,,,,,,,,იდენტობა და თვითგაგება,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_themes.Politik & Systeme,Politics & Systems theme,Politics & Systems,政治与制度,राजनीति और व्यवस्था,Política y sistemas,Politique et systèmes,السياسة والنظم,রাজনীতি ও সিস্টেম,Política e Sistemas,Политика и системы,Politik & Sistem,سیاست اور نظام,Politik & Systeme,政治・制度,Siasa na Mifumo,राजकारण आणि व्यवस्था,[మార్చు] రాజకీయాలు మరియు వ్యవస్థలు,அரசியல் & அமைப்புகள்,Politika ve Sistemler,Chính trị & Hệ thống,Politica e sistemi,정치 및 시스템,રાજકારણ અને સિસ્ટમો,سیاست و سیستم ها,Polityka i systemy,Політика і системи,Politică și sisteme,Politiek en systemen,Politik & system,Politik og systemer,,,,,,,,პოლიტიკა და სისტემები,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_themes.Migration & Integration,Migration & Integration theme,Migration & Integration,迁移与集成,माइग्रेशन और एकीकरण,Migración e integración,Migration et intégration,الهجرة والاندماج,মাইগ্রেশন ও ইন্টিগ্রেশন,Migração e integração,Миграция и интеграция,Migrasi & Integrasi,نقل مکانی اور انضمام,Migration & Integration,移行と統合,Uhamiaji na Ujumuishaji,स्थलांतर आणि एकात्मता,మైగ్రేషన్ & ఇంటిగ్రేషన్,புலம்பெயர்தல் & ஒருங்கிணைப்பு,Geçiş ve Entegrasyon,Di chuyển & Tích hợp,Migrazione e integrazione,마이그레이션 및 통합,સ્થળાંતર અને સંકલન,مهاجرت و ادغام,Migracja i integracja,Міграція та інтеграція,Migrare și integrare,Migratie & Integratie,Migrering och integration,Migrering og integration,,,,,,,,მიგრაცია და ინტეგრაცია,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_themes.Internationale Rolle,International Role theme,International Role,国际角色,अंतर्राष्ट्रीय भूमिका,Papel internacional,Rôle international,الدور الدولي,আন্তর্জাতিক ভূমিকা,Papel internacional,Международная роль,Peran Internasional,بین الاقوامی کردار,Internationale Rolle,国際的な役割,Jukumu la Kimataifa,आंतरराष्ट्रीय भूमिका,అంతర్జాతీయ పాత్ర[మార్చు],சர்வதேச பங்கு,Uluslararası Rol,Vai trò quốc tế,Ruolo internazionale,국제적 역할,આંતરરાષ્ટ્રીય ભૂમિકા,نقش بین المللی,Rola międzynarodowa,Міжнародна роль,Rol internațional,Internationale rol,Internationell roll,International rolle,,,,,,,,საერთაშორისო როლი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_themes.Literatur & Philosophie,Literature & Philosophy theme,Literature & Philosophy,文学与哲学,साहित्य और दर्शन,Literatura y Filosofía,Littérature et philosophie,الأدب والفلسفة,সাহিত্য ও দর্শন,Literatura e Filosofia,Литература и философия,Sastra & Filsafat,ادب اور فلسفہ,Literatur & Philosophie,文学・哲学,Fasihi na Falsafa,साहित्य आणि तत्त्वज्ञान,సాహిత్యం & తత్వశాస్త్రం,இலக்கியம் & தத்துவம்,Edebiyat ve Felsefe,Văn học và Triết học,Letteratura e filosofia,문학 및 철학,સાહિત્ય અને ફિલસૂફી,ادبیات و فلسفه,Literatura i filozofia,Література та філософія,Literatură și filozofie,Literatuur & Filosofie,Litteratur och filosofi,Litteratur og filosofi,,,,,,,,ლიტერატურა და ფილოსოფია,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_themes.Moderne Geschichte,Modern History theme,Modern History,近代史,आधुनिक इतिहास,Historia moderna,Histoire moderne,التاريخ الحديث,আধুনিক ইতিহাস,História Moderna,Новейшая история,Sejarah Modern,جدید تاریخ,Neuere Geschichte,近代史,Historia ya kisasa,आधुनिक इतिहास,ఆధునిక చరిత్ర,நவீன வரலாறு,Modern Tarih,Lịch sử hiện đại,Storia moderna,현대사,આધુનિક ઇતિહાસ,تاریخ مدرن,Historia współczesna,Новітня історія,Istorie modernă,Moderne geschiedenis,Modern historia,Moderne historie,,,,,,,,თანამედროვე ისტორია,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_themes.Wiederholung IV,Review IV theme,Review IV,复习四,समीक्षा IV,Revisión IV,Revue IV,المراجعة الرابعة,পর্যালোচনা চতুর্থ,Revisão IV,Обзор IV,Ulasan IV,جائزہ IV,Rückblick IV,レビューIV,Mapitio IV,पुनरावलोकन IV,రివ్యూ IV,விமர்சனம் IV,Gözden Geçirme IV,Đánh giá IV,Ripasso IV,리뷰 IV,રીવ્યુ IV,بررسی IV,Recenzja IV,Відгук IV,Revizuirea IV,Beoordeling IV,Granskning IV,Anmeldelse IV,,,,,,,,მიმოხილვა IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_themes.Business & Karriere,Business & Career theme,Business & Career,商业与职业,व्यापार और कैरियर,Negocios y carrera,Affaires et carrière,الأعمال والوظيفة,ব্যবসা ও ক্যারিয়ার,Negócios e Carreira,Бизнес и карьера,Bisnis & Karir,کاروبار اور کیریئر,Business & Karriere,ビジネスとキャリア,Biashara na Kazi,व्यवसाय आणि करिअर,వ్యాపారం మరియు కెరీర్,வணிகம் & தொழில்,İş & Kariyer,Kinh doanh & Nghề nghiệp,Affari e carriera,비즈니스 및 경력,વ્યવસાય અને કારકિર્દી,کسب و کار و حرفه,Biznes i kariera,Бізнес і кар'єра,Afaceri și carieră,Bedrijf en carrière,Affärer och karriär,Erhverv & Karriere,,,,,,,,ბიზნესი და კარიერა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_themes.Reisen & Abenteuer,Travel & Adventure theme,Travel & Adventure,旅行与冒险,यात्रा & साहसिक,Viajes y aventura,Voyage et aventure,السفر والمغامرة,ভ্রমণ ও অ্যাডভেঞ্চার,Viagem & Aventura,Путешествия и приключения,Perjalanan & Petualangan,سفر اور مہم جوئی,Reisen & Abenteuer,旅行&アドベンチャー,Kusafiri na Adventure,प्रवास आणि साहस,ట్రావెల్ & అడ్వెంచర్,பயணம் & சாகசம்,Seyahat ve Macera,Du lịch & Phiêu lưu,Viaggi e avventura,여행 & 모험,પ્રવાસી અને સાહસ,سفر و ماجراجویی,Podróże i przygoda,Подорожі та пригоди,Călătorie și aventură,Reizen en avontuur,Resor och äventyr,Rejser & Eventyr,,,,,,,,მოგზაურობა და თავგადასავალი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_themes.Wissenschaft & Technik,Science & Technology theme,Science & Technology,科学与技术,विज्ञान एवं प्रौद्योगिकी,Ciencia y Tecnología,Sciences et technologie,العلوم والتكنولوجيا,বিজ্ঞান ও প্রযুক্তি,Ciência e Tecnologia,Наука и технологии,Sains & Teknologi,سائنس و ٹیکنالوجی,Wissenschaft & Technologie,科学技術,Sayansi na Teknolojia,विज्ञान आणि तंत्रज्ञान,సైన్స్ అండ్ టెక్నాలజీ,அறிவியல் & தொழில்நுட்பம்,Bilim teknolojisi,Khoa học & Công nghệ,Scienza e tecnologia,과학 기술,વિજ્ઞાન અને ટેકનોલોજી,علم و فناوری,Nauka i technologia,Наука і Техно,Știință și tehnologie,Wetenschap & Technologie,Vetenskap & Teknik,Videnskab og teknologi,,,,,,,,მეცნიერება და ტექნოლოგია,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_themes.Kunst & Literatur,Art & Literature theme,Art & Literature,艺术与文学,कला और साहित्य,Arte y literatura,Art et littérature,الفن والأدب,শিল্প ও সাহিত্য,Arte e Literatura,Искусство и литература,Seni & Sastra,فن و ادب,Kunst & Literatur,芸術と文学,Sanaa na Fasihi,कला आणि साहित्य,[మార్చు] కళలు మరియు సాహిత్యం,கலை & இலக்கியம்,Sanat ve Edebiyat,Nghệ thuật và Văn học,Arte & Letteratura,예술 및 문학,કલા અને સાહિત્ય,هنر و ادبیات,Sztuka i literatura,Мистецтво та література,Artă și literatură,Kunst en literatuur,Konst & Litteratur,Kunst og litteratur,,,,,,,,ხელოვნება და ლიტერატურა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_themes.Akademisch Schreiben,Academic Writing theme,Academic Writing,学术写作,अकादमिक लेखन,Escritura académica,Rédaction académique,الكتابة الأكاديمية,একাডেমিক রাইটিং,Redação Acadêmica,Академическое письмо,Penulisan Akademik,تعلیمی تحریر,Akademisches Schreiben,アカデミックライティング,Uandishi wa Kiakademia,शैक्षणिक लेखन,అకడమిక్ రైటింగ్,கல்வி எழுத்து,Akademik Yazım,Viết học thuật,Scrittura accademica,학술적 글쓰기,શૈક્ષણિક લેખન,نگارش آکادمیک,Pisanie akademickie,Академічне письмо,Scriere academică,Academisch schrijven,Akademiskt skrivande,Akademisk skrivning,,,,,,,,აკადემიური წერა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_themes.Verhandeln & Präsentieren,Negotiating & Presenting theme,Negotiating & Presenting,谈判和演示,बातचीत और प्रस्तुति,Negociación y presentación,Négociation et présentation,التفاوض والعرض,আলোচনা ও উপস্থাপনা,Negociação e apresentação,Переговоры и презентации,Negosiasi & Presentasi,مذاکرات اور پیش کش,Verhandeln & Präsentieren,交渉とプレゼンテーション,Kujadili na Kuwasilisha,वाटाघाटी आणि सादरीकरण,సంప్రదింపులు మరియు సమర్పణ,பேச்சுவார்த்தை & வழங்கல்,Müzakere ve Sunum,Đàm phán và trình bày,Negoziazione e presentazione,협상 및 발표,વાટાઘાટ અને રજૂઆત,مذاکره و ارائه,Negocjacje i prezentacja,Ведення переговорів та презентація,Negociere și prezentare,Onderhandelen en presenteren,Förhandla & Presentera,Forhandling og præsentation,,,,,,,,მოლაპარაკება და პრეზენტაცია,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_themes.Kundensupport & Service,Customer Support & Service theme,Customer Support & Service,客户支持与服务,ग्राहक सहायता और सेवा,Atención al cliente y servicio,Assistance et service à la clientèle,دعم العملاء والخدمة,কাস্টমার সাপোর্ট ও সার্ভিস,Suporte e serviço ao cliente,Поддержка и обслуживание клиентов,Dukungan & Layanan Pelanggan,کسٹمر سپورٹ اور سروس,Kundensupport & Service,カスタマーサポート&サービス,Msaada na Huduma kwa Wateja,ग्राहक समर्थन आणि सेवा,కస్టమర్ సపోర్ట్ & సర్వీస్,வாடிக்கையாளர் ஆதரவு & சேவை,Müşteri Desteği ve Hizmeti,Hỗ trợ khách hàng & Dịch vụ,Assistenza clienti e servizio,고객 지원 및 서비스,ગ્રાહક સહાય અને સેવા,پشتیبانی و خدمات مشتری,Obsługa klienta i obsługa klienta,Підтримка та обслуговування клієнтів,Asistență și servicii pentru clienți,Klantenservice en service,Kundsupport och service,Kundesupport og service,,,,,,,,მომხმარებელთა მხარდაჭერა და მომსახურება,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_themes.Gespräche am Arbeitsplatz,Workplace Conversations theme,Workplace Conversations,工作场所对话,कार्यस्थल वार्तालाप,Conversaciones en el lugar de trabajo,Conversations sur le lieu de travail,محادثات مكان العمل,কর্মক্ষেত্রের কথোপকথন,Conversas no local de trabalho,Беседы на рабочем месте,Percakapan di Tempat Kerja,کام کی جگہ پر بات چیت,Gespräche am Arbeitsplatz,職場での会話,Mazungumzo ya Mahali pa Kazi,कामाच्या ठिकाणी संभाषण,పనిప్రాంతం సంభాషణలు,பணியிட உரையாடல்கள்,İşyeri Konuşmaları,Cuộc trò chuyện trên Workplace,Conversazioni sul posto di lavoro,직장 대화,કાર્યસ્થળ વાર્તાલાપો,مکالمات محل کار,Konwersacje w miejscu pracy,Бесіди на робочому місці,Conversații la locul de muncă,Gesprekken op de werkplek,Konversationer på arbetsplatsen,Samtaler på arbejdspladsen,,,,,,,,სამუშაო ადგილის საუბრები,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_themes.Fachsprache nach Wahl,Specialized Language of Choice theme,Specialized Language of Choice,专业语言选择,पसंद की विशिष्ट भाषा,Lenguaje especializado de elección,Langue spécialisée de votre choix,اللغة المتخصصة المفضلة,পছন্দের বিশেষ ভাষা,Idioma especializado de escolha,Специализированный язык по выбору,Bahasa Pilihan Khusus,انتخاب کی خصوصی زبان,Fachsprache der Wahl,選択した専門言語,Lugha Maalumu ya Chaguo,आवडीची विशिष्ट भाषा,ఎంపిక యొక్క ప్రత్యేక భాష,விருப்பமான சிறப்பு மொழி,Tercih Edilen Özel Dil,Ngôn ngữ chuyên biệt được lựa chọn,Lingua specializzata di scelta,전문 언어 선택,પસંદગીની વિશિષ્ટ ભાષા,زبان تخصصی انتخابی,Język specjalistyczny do wyboru,Спеціалізована мова на вибір,Limbaj specializat la alegere,Gespecialiseerde taal naar keuze,Specialiserat val av språk,Specialiseret sprog efter eget valg,,,,,,,,სპეციალიზებული ენა არჩევანი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
level_themes.Wiederholung V,Review V theme,Review V,评论五,समीक्षा वी,Revisión V,Critique V,مراجعة V,পর্যালোচনা ভি,Revisão V,Обзор V,Ulasan V,جائزہ V,Rückblick V,レビューV,Mapitio V,पुनरावलोकन V,సమీక్ష వి,விமர்சனம் வி,İnceleme V,Đánh giá V,Recensione V,리뷰 V,V ની રીવ્યુ કરો,نقد و بررسی V,Recenzja V,Відгук V,Recenzie V,Beoordeling V,Recension V,Anmeldelse V,,,,,,,,მიმოხილვა V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
